Player,Nation,Pos,Squad,Comp,Age,Min,90s,Gls,Ast,G+A,G-PK,xG,npxG,xAG,PrgC,PrgP,Gls_per90,xG_per90,Finishing_Diff
Hamza Rafia,TUN,MF,Lecce,it Serie A,24.0,1204,13.4,1,0,1,1,0.8,0.8,0.8,15.0,46.0,0.07475083056478406,0.059800664451827246,0.19999999999999996
Antonio Raillo,ESP,DF,Mallorca,es La Liga,31.0,2195,24.4,3,2,5,3,1.4,1.4,2.0,24.0,80.0,0.12300683371298406,0.05740318906605922,1.6
Predrag Rajković,SRB,GK,Mallorca,es La Liga,27.0,3240,36.0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Ivan Rakitić,CRO,MF,Sevilla,es La Liga,35.0,1425,15.8,2,1,3,2,1.3,1.3,3.0,24.0,127.0,0.12631578947368421,0.08210526315789474,0.7
Ylber Ramadani,ALB,MF,Lecce,it Serie A,27.0,2970,33.0,1,0,1,1,1.0,1.0,0.5,36.0,121.0,0.030303030303030304,0.030303030303030304,0.0
Largie Ramazani,BEL,"FW,MF",Almería,es La Liga,22.0,1555,17.3,3,5,8,3,4.7,4.7,5.7,59.0,42.0,0.17363344051446944,0.2720257234726688,-1.7000000000000002
Sandro Ramírez,ESP,FW,Las Palmas,es La Liga,28.0,1808,20.1,1,3,4,1,3.7,3.0,2.6,61.0,54.0,0.049778761061946904,0.18418141592920353,-2.7
Chris Ramos,ESP,"FW,MF",Cádiz,es La Liga,26.0,2612,29.0,5,1,6,5,10.1,10.1,1.7,31.0,28.0,0.17228177641653905,0.34800918836140887,-5.1
Gonçalo Ramos,POR,FW,Paris S-G,fr Ligue 1,22.0,1419,15.8,11,1,12,10,10.9,10.2,2.4,11.0,29.0,0.6976744186046512,0.6913319238900635,0.09999999999999964
Sergio Ramos,ESP,DF,Sevilla,es La Liga,37.0,2517,28.0,3,0,3,3,1.9,1.9,0.1,11.0,81.0,0.10727056019070322,0.06793802145411204,1.1
Aaron Ramsdale,ENG,GK,Arsenal,eng Premier League,25.0,540,6.0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Aaron Ramsey,ENG,"MF,FW",Burnley,eng Premier League,20.0,527,5.9,0,0,0,0,0.3,0.3,0.4,8.0,8.0,0.0,0.051233396584440226,-0.3
Jacob Ramsey,ENG,"FW,MF",Aston Villa,eng Premier League,22.0,853,9.5,1,1,2,1,2.2,2.2,1.0,33.0,28.0,0.10550996483001171,0.2321219226260258,-1.2000000000000002
Luca Ranieri,ITA,DF,Fiorentina,it Serie A,24.0,2065,22.9,2,1,3,2,0.9,0.9,0.4,17.0,99.0,0.08716707021791767,0.03922518159806295,1.1
Filippo Ranocchia,ITA,"MF,DF",Empoli,it Serie A,22.0,476,5.3,0,0,0,0,0.2,0.2,0.5,5.0,21.0,0.0,0.03781512605042017,-0.2
Raphinha,BRA,"FW,MF",Barcelona,es La Liga,26.0,1368,15.2,6,9,15,5,7.4,6.6,5.7,49.0,57.0,0.39473684210526316,0.4868421052631579,-1.4000000000000004
Elba Rashani,KVX,"MF,FW",Clermont Foot,fr Ligue 1,30.0,1175,13.1,2,0,2,2,2.1,2.1,1.2,19.0,22.0,0.15319148936170213,0.16085106382978726,-0.10000000000000009
Marcus Rashford,ENG,FW,Manchester Utd,eng Premier League,25.0,2271,25.2,7,2,9,5,7.4,5.8,2.3,95.0,65.0,0.2774108322324967,0.2932628797886394,-0.40000000000000036
Giacomo Raspadori,ITA,"FW,MF",Napoli,it Serie A,23.0,1584,17.6,5,3,8,5,5.9,4.5,4.0,29.0,54.0,0.28409090909090906,0.33522727272727276,-0.9000000000000004
Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,es La Liga,25.0,630,7.0,0,0,0,0,0.3,0.3,0.6,28.0,19.0,0.0,0.04285714285714286,-0.3
Raúl,ESP,FW,Osasuna,es La Liga,22.0,1355,15.1,6,1,7,6,4.9,4.9,0.6,16.0,22.0,0.3985239852398524,0.32546125461254616,1.0999999999999996
David Raum,GER,DF,RB Leipzig,de Bundesliga,25.0,2739,30.4,2,8,10,2,0.8,0.8,7.3,77.0,131.0,0.06571741511500548,0.02628696604600219,1.2
Federico Ravaglia,ITA,GK,Bologna,it Serie A,23.0,535,5.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Raya,ESP,GK,Arsenal,eng Premier League,27.0,2880,32.0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tim Ream,USA,DF,Fulham,eng Premier League,35.0,1503,16.7,1,0,1,1,1.0,1.0,0.0,11.0,65.0,0.059880239520958084,0.059880239520958084,0.0
Abderrahman Rebbach,ALG,"FW,MF",Alavés,es La Liga,24.0,722,8.0,1,0,1,1,0.8,0.8,1.8,34.0,14.0,0.12465373961218837,0.0997229916897507,0.19999999999999996
Harrison Reed,ENG,MF,Fulham,eng Premier League,28.0,1325,14.7,0,2,2,0,0.3,0.3,1.1,10.0,56.0,0.0,0.020377358490566037,-0.3
Sergio Reguilón,ESP,DF,Brentford,eng Premier League,26.0,1118,12.4,0,4,4,0,0.8,0.8,2.8,34.0,38.0,0.0,0.06440071556350627,-0.8
Bobby Reid,JAM,FW,Fulham,eng Premier League,30.0,1423,15.8,6,2,8,6,4.6,4.6,1.8,35.0,47.0,0.3794799718903724,0.2909346451159522,1.4000000000000004
Tijjani Reijnders,NED,MF,Milan,it Serie A,25.0,2820,31.3,3,3,6,3,3.2,3.2,3.7,88.0,204.0,0.09574468085106383,0.10212765957446808,-0.20000000000000018
Reinier,BRA,"MF,FW",Frosinone,it Serie A,21.0,1059,11.8,2,2,4,2,1.3,1.3,1.9,10.0,32.0,0.16997167138810199,0.11048158640226628,0.7
Rocco Reitz,GER,MF,Gladbach,de Bundesliga,21.0,2136,23.7,6,3,9,6,3.7,3.7,2.4,41.0,110.0,0.25280898876404495,0.15589887640449437,2.3
Álex Remiro,ESP,GK,Real Sociedad,es La Liga,28.0,3275,36.4,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Guillaume Restes,FRA,GK,Toulouse,fr Ligue 1,18.0,3060,34.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Retegui,ITA,FW,Genoa,it Serie A,24.0,2216,24.6,7,2,9,6,5.8,5.0,0.7,18.0,17.0,0.2842960288808664,0.2355595667870036,1.2000000000000002
Marco Reus,GER,"MF,FW",Dortmund,de Bundesliga,34.0,1601,17.8,6,8,14,6,6.5,6.5,5.1,31.0,64.0,0.33728919425359155,0.3653966271080575,-0.5
Elvis Rexhbeçaj,GER,MF,Augsburg,de Bundesliga,25.0,1985,22.1,2,0,2,1,1.7,1.0,0.5,15.0,91.0,0.0906801007556675,0.07707808564231737,0.30000000000000004
Chadi Riad,MAR,DF,Betis,es La Liga,20.0,2164,24.0,0,0,0,0,0.7,0.7,0.2,4.0,34.0,0.0,0.029112754158964877,-0.7
Alexsandro Ribeiro,BRA,DF,Lille,fr Ligue 1,23.0,2220,24.7,0,0,0,0,2.0,2.0,0.5,15.0,82.0,0.0,0.08108108108108109,-2.0
Samuele Ricci,ITA,MF,Torino,it Serie A,21.0,2395,26.6,1,2,3,1,1.3,1.3,2.3,47.0,122.0,0.03757828810020877,0.0488517745302714,-0.30000000000000004
Declan Rice,ENG,MF,Arsenal,eng Premier League,24.0,3225,35.8,7,8,15,7,3.3,3.3,5.3,75.0,278.0,0.1953488372093023,0.09209302325581396,3.7
Chris Richards,USA,"DF,MF",Crystal Palace,eng Premier League,23.0,2094,23.3,1,1,2,1,0.6,0.6,0.4,1.0,43.0,0.04297994269340974,0.025787965616045842,0.4
Amir Richardson,MAR,MF,Reims,fr Ligue 1,21.0,1352,15.0,3,1,4,3,1.6,1.6,1.1,28.0,72.0,0.1997041420118343,0.10650887573964497,1.4
Richarlison,BRA,FW,Tottenham,eng Premier League,26.0,1491,16.6,11,4,15,11,9.6,9.6,2.1,26.0,38.0,0.6639839034205232,0.579476861167002,1.4000000000000004
Marco Richter,GER,"MF,FW",Mainz 05,de Bundesliga,25.0,717,8.0,1,0,1,1,1.9,1.9,1.3,20.0,30.0,0.12552301255230125,0.23849372384937237,-0.8999999999999999
Diego Rico,ESP,DF,Getafe,es La Liga,30.0,2535,28.2,0,7,7,0,0.3,0.3,3.8,28.0,119.0,0.0,0.010650887573964497,-0.3
Clemens Riedel,GER,DF,Darmstadt 98,de Bundesliga,20.0,755,8.4,0,0,0,0,0.3,0.3,0.7,4.0,47.0,0.0,0.03576158940397351,-0.3
Manuel Riemann,GER,GK,Bochum,de Bundesliga,34.0,2970,33.0,0,0,0,0,0.0,0.0,0.2,0.0,19.0,0.0,0.0,0.0
Luis Rioja,ESP,"FW,MF",Alavés,es La Liga,29.0,2498,27.8,5,4,9,2,6.1,3.0,3.9,70.0,77.0,0.1801441152922338,0.2197758206565252,-1.0999999999999996
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es La Liga,23.0,1528,17.0,3,5,8,3,2.7,2.7,3.1,87.0,53.0,0.17670157068062825,0.15903141361256545,0.2999999999999998
Mihailo Ristić,SRB,"DF,MF",Celta Vigo,es La Liga,27.0,808,9.0,0,0,0,0,0.3,0.3,0.1,24.0,30.0,0.0,0.03341584158415842,-0.3
Sergi Roberto,ESP,"MF,DF",Barcelona,es La Liga,31.0,860,9.6,3,2,5,3,1.7,1.7,0.8,13.0,50.0,0.313953488372093,0.17790697674418604,1.3
Lucas Robertone,ARG,MF,Almería,es La Liga,26.0,2381,26.5,0,5,5,0,1.0,1.0,2.5,31.0,128.0,0.0,0.0377992440151197,-1.0
Connor Roberts,WAL,DF,Burnley,eng Premier League,27.0,823,9.1,0,1,1,0,0.0,0.0,0.2,6.0,38.0,0.0,0.0,0.0
Andrew Robertson,SCO,DF,Liverpool,eng Premier League,29.0,1693,18.8,3,2,5,3,1.9,1.9,5.4,63.0,140.0,0.15948021264028353,0.10100413467217954,1.1
Antonee Robinson,USA,DF,Fulham,eng Premier League,25.0,3265,36.3,0,6,6,0,0.7,0.7,4.2,99.0,129.0,0.0,0.019295558958652374,-0.7
Jack Robinson,ENG,DF,Sheffield Utd,eng Premier League,29.0,2885,32.1,1,1,2,1,1.2,1.2,1.2,8.0,63.0,0.03119584055459272,0.03743500866551126,-0.19999999999999996
Marc Roca,ESP,MF,Betis,es La Liga,26.0,1980,22.0,2,2,4,2,1.1,1.1,1.4,24.0,126.0,0.09090909090909091,0.05,0.8999999999999999
Rodri,ESP,MF,Manchester City,eng Premier League,27.0,2931,32.6,8,9,17,8,4.1,4.1,3.9,76.0,376.0,0.24564994882292734,0.12589559877175024,3.9000000000000004
Rodri,ESP,"FW,MF",Betis,es La Liga,23.0,1051,11.7,0,0,0,0,1.1,1.1,1.2,49.0,65.0,0.0,0.09419600380589915,-1.1
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,es La Liga,25.0,967,10.7,2,1,3,2,1.5,1.5,2.1,13.0,52.0,0.1861427094105481,0.13960703205791106,0.5
Dani Rodríguez,ESP,MF,Mallorca,es La Liga,35.0,2615,29.1,2,4,6,2,1.4,1.4,4.1,54.0,118.0,0.06883365200764818,0.048183556405353725,0.6000000000000001
Guido Rodríguez,ARG,MF,Betis,es La Liga,29.0,1846,20.5,2,0,2,2,0.7,0.7,0.8,8.0,65.0,0.09750812567713976,0.03412784398699891,1.3
Jay Rodriguez,ENG,FW,Burnley,eng Premier League,34.0,822,9.1,2,1,3,1,3.5,2.7,0.2,2.0,17.0,0.21897810218978103,0.38321167883211676,-1.5
Kirian Rodríguez,ESP,MF,Las Palmas,es La Liga,27.0,3211,35.7,6,2,8,6,2.1,2.1,1.6,46.0,296.0,0.16817190906259732,0.05886016817190906,3.9
Ricardo Rodríguez,SUI,DF,Torino,it Serie A,30.0,2772,30.8,1,2,3,1,0.3,0.3,1.4,61.0,127.0,0.032467532467532464,0.00974025974025974,0.7
Rodrygo,BRA,FW,Real Madrid,es La Liga,22.0,2380,26.4,10,5,15,10,11.7,10.9,4.0,159.0,90.0,0.37815126050420167,0.44243697478991595,-1.6999999999999993
Mads Roerslev,DEN,DF,Brentford,eng Premier League,24.0,1985,22.1,1,2,3,1,0.9,0.9,1.8,18.0,43.0,0.04534005037783375,0.040806045340050376,0.09999999999999998
Rogério,BRA,DF,Wolfsburg,de Bundesliga,25.0,906,10.1,1,0,1,1,0.3,0.3,0.4,27.0,57.0,0.09933774834437085,0.029801324503311258,0.7
Morgan Rogers,ENG,"MF,FW",Aston Villa,eng Premier League,21.0,638,7.1,3,1,4,3,1.4,1.4,0.6,22.0,28.0,0.42319749216300945,0.19749216300940436,1.6
Merlin Röhl,GER,"MF,FW",Freiburg,de Bundesliga,21.0,1477,16.4,2,4,6,2,2.0,2.0,2.5,44.0,38.0,0.12186865267433987,0.12186865267433987,0.0
Alessio Romagnoli,ITA,DF,Lazio,it Serie A,28.0,2411,26.8,0,0,0,0,0.6,0.6,0.6,7.0,87.0,0.0,0.022397345499792616,-0.6
Simone Romagnoli,ITA,DF,Frosinone,it Serie A,33.0,2715,30.2,1,1,2,1,1.2,1.2,0.4,2.0,47.0,0.03314917127071823,0.039779005524861875,-0.19999999999999996
Cristian Romero,ARG,DF,Tottenham,eng Premier League,25.0,2790,31.0,5,0,5,5,3.5,3.5,0.4,32.0,179.0,0.16129032258064516,0.11290322580645161,1.5
Isaac Romero,ESP,FW,Sevilla,es La Liga,23.0,1039,11.5,4,4,8,4,7.3,7.3,1.7,31.0,16.0,0.34648700673724736,0.6323387872954764,-3.3
Oriol Romeu,ESP,MF,Barcelona,es La Liga,31.0,936,10.4,0,1,1,0,0.7,0.7,1.3,12.0,66.0,0.0,0.0673076923076923,-0.7
Valentin Rongier,FRA,MF,Marseille,fr Ligue 1,28.0,851,9.5,0,0,0,0,0.6,0.6,0.8,19.0,73.0,0.0,0.06345475910693302,-0.6
Marten de Roon,NED,"MF,DF",Atalanta,it Serie A,32.0,2599,28.9,0,5,5,0,0.6,0.6,1.2,28.0,178.0,0.0,0.020777222008464793,-0.6
Pablo Rosario,NED,"MF,DF",Nice,fr Ligue 1,26.0,2009,22.3,0,0,0,0,1.2,1.2,1.4,20.0,93.0,0.0,0.05375808860129417,-1.2
Anthony Rouault,FRA,DF,Stuttgart,de Bundesliga,22.0,1010,11.2,0,2,2,0,0.1,0.1,0.8,8.0,68.0,0.0,0.008910891089108912,-0.1
Jérôme Roussillon,FRA,DF,Union Berlin,de Bundesliga,30.0,752,8.4,0,1,1,0,0.3,0.3,0.6,10.0,38.0,0.0,0.03590425531914893,-0.3
Nicolò Rovella,ITA,MF,Lazio,it Serie A,21.0,1318,14.6,0,2,2,0,0.6,0.6,0.5,21.0,56.0,0.0,0.04097116843702579,-0.6
Amir Rrahmani,KVX,DF,Napoli,it Serie A,29.0,2600,28.9,3,0,3,3,2.2,2.2,0.9,19.0,113.0,0.10384615384615385,0.07615384615384616,0.7999999999999998
Ruan,BRA,DF,Sassuolo,it Serie A,24.0,1516,16.8,0,0,0,0,0.5,0.5,0.6,8.0,33.0,0.0,0.029683377308707123,-0.5
Pelly Ruddock Mpanzu,COD,MF,Luton Town,eng Premier League,30.0,1101,12.2,0,0,0,0,0.6,0.6,0.4,10.0,34.0,0.0,0.04904632152588556,-0.6
Antonio Rüdiger,GER,DF,Real Madrid,es La Liga,30.0,2709,30.1,1,0,1,1,1.5,1.5,1.2,17.0,88.0,0.03322259136212624,0.04983388704318937,-0.5
Daniele Rugani,ITA,DF,Juventus,it Serie A,29.0,1187,13.2,2,0,2,2,1.6,1.6,0.4,2.0,46.0,0.15164279696714406,0.12131423757371525,0.3999999999999999
Matteo Ruggeri,ITA,DF,Atalanta,it Serie A,21.0,2449,27.2,0,4,4,0,0.5,0.5,1.8,55.0,142.0,0.0,0.01837484687627603,-0.5
Mário Rui,POR,DF,Napoli,it Serie A,32.0,1205,13.4,0,2,2,0,0.1,0.1,1.9,33.0,90.0,0.0,0.007468879668049792,-0.1
Aitor Ruibal,ESP,"DF,FW",Betis,es La Liga,27.0,1017,11.3,2,1,3,2,0.8,0.8,1.3,22.0,54.0,0.17699115044247787,0.07079646017699115,1.2
Fabián Ruiz Peña,ESP,MF,Paris S-G,fr Ligue 1,27.0,1197,13.3,1,3,4,1,2.0,2.0,1.2,16.0,78.0,0.07518796992481203,0.15037593984962405,-1.0
Sergio Ruiz,ESP,MF,Granada,es La Liga,28.0,2494,27.7,0,4,4,0,0.7,0.7,1.3,34.0,113.0,0.0,0.025260625501202887,-0.7
Julian Ryerson,NOR,DF,Dortmund,de Bundesliga,25.0,1767,19.6,4,1,5,4,1.8,1.8,2.7,41.0,64.0,0.2037351443123939,0.09168081494057724,2.2
Frederik Rønnow,DEN,GK,Union Berlin,de Bundesliga,30.0,2970,33.0,0,0,0,0,0.1,0.1,0.1,0.0,1.0,0.0,0.0030303030303030307,-0.1
José Sá,POR,GK,Wolves,eng Premier League,30.0,3037,33.7,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Youssouf Sabaly,SEN,DF,Betis,es La Liga,30.0,1046,11.6,0,1,1,0,0.1,0.1,0.5,31.0,47.0,0.0,0.008604206500956023,-0.1
Emmanuel Sabbi,USA,"FW,MF",Le Havre,fr Ligue 1,25.0,1584,17.6,5,1,6,3,4.1,2.5,1.4,38.0,36.0,0.28409090909090906,0.23295454545454544,0.9000000000000004
Stefano Sabelli,ITA,DF,Genoa,it Serie A,30.0,2429,27.0,0,1,1,0,0.8,0.8,1.9,69.0,88.0,0.0,0.029641827912721283,-0.8
Marcel Sabitzer,AUT,MF,Dortmund,de Bundesliga,29.0,1961,21.8,4,3,7,3,3.6,2.8,1.8,39.0,111.0,0.18357980622131567,0.16522182559918408,0.3999999999999999
Falaye Sacko,MLI,DF,Montpellier,fr Ligue 1,28.0,1382,15.4,0,1,1,0,0.0,0.0,0.4,38.0,63.0,0.0,0.0,0.0
Umar Sadiq,NGA,FW,Real Sociedad,es La Liga,26.0,1077,12.0,3,1,4,3,3.6,3.6,1.1,18.0,13.0,0.25069637883008355,0.3008356545961003,-0.6000000000000001
Alexis Saelemaekers,BEL,"FW,MF",Bologna,it Serie A,24.0,1887,21.0,4,2,6,4,2.6,2.6,2.8,65.0,77.0,0.1907790143084261,0.12400635930047695,1.4
Modibo Sagnan,MLI,DF,Montpellier,fr Ligue 1,24.0,1054,11.7,2,0,2,2,1.2,1.2,0.3,7.0,25.0,0.17077798861480076,0.10246679316888045,0.8
Wesley Saïd,FRA,"FW,MF",Lens,fr Ligue 1,28.0,1020,11.3,7,1,8,7,5.7,5.7,0.9,18.0,26.0,0.6176470588235294,0.5029411764705882,1.2999999999999998
Bukayo Saka,ENG,FW,Arsenal,eng Premier League,21.0,2919,32.4,16,9,25,10,15.5,10.8,10.5,155.0,126.0,0.4933196300102775,0.47790339157245626,0.5
Ibrahim Salah,MAR,"FW,MF",Rennes,fr Ligue 1,21.0,524,5.8,4,1,5,4,3.1,3.1,0.5,15.0,18.0,0.6870229007633587,0.5324427480916031,0.8999999999999999
Mohamed Salah,EGY,FW,Liverpool,eng Premier League,31.0,2534,28.2,18,10,28,13,21.2,15.5,11.8,98.0,147.0,0.6393054459352802,0.7529597474348856,-3.1999999999999993
Kike Salas,ESP,DF,Sevilla,es La Liga,21.0,1605,17.8,3,0,3,3,0.8,0.8,0.5,11.0,61.0,0.16822429906542058,0.044859813084112146,2.2
William Saliba,FRA,DF,Arsenal,eng Premier League,22.0,3420,38.0,2,1,3,2,1.6,1.6,0.2,16.0,157.0,0.052631578947368425,0.042105263157894736,0.3999999999999999
Mohammed Salisu,GHA,DF,Monaco,fr Ligue 1,24.0,1035,11.5,0,1,1,0,0.2,0.2,0.2,7.0,72.0,0.0,0.01739130434782609,-0.2
Roland Sallai,HUN,"MF,FW",Freiburg,de Bundesliga,26.0,1840,20.4,3,2,5,3,7.9,7.1,3.5,47.0,41.0,0.1467391304347826,0.3864130434782609,-4.9
Yoann Salmier,GUF,DF,Le Havre,fr Ligue 1,30.0,1568,17.4,1,1,2,1,1.1,1.1,0.7,8.0,48.0,0.057397959183673464,0.06313775510204082,-0.10000000000000009
Lazar Samardzic,SRB,MF,Udinese,it Serie A,21.0,2372,26.4,6,2,8,5,3.5,2.8,5.5,65.0,83.0,0.22765598650927485,0.13279932546374368,2.5
Mama Samba Baldé,GNB,"FW,MF",Lyon,fr Ligue 1,27.0,551,6.1,2,3,5,2,3.4,3.4,2.3,23.0,11.0,0.32667876588021777,0.5553539019963701,-1.4
Brice Samba,FRA,GK,Lens,fr Ligue 1,29.0,2970,33.0,0,0,0,0,0.0,0.0,0.2,0.0,4.0,0.0,0.0,0.0
Albert Sambi Lokonga,BEL,MF,Luton Town,eng Premier League,23.0,1303,14.5,1,3,4,1,0.6,0.6,1.4,29.0,72.0,0.06907137375287797,0.04144282425172678,0.4
Junior Sambia,FRA,"DF,MF",Salernitana,it Serie A,26.0,1032,11.5,1,2,3,1,0.5,0.5,0.9,23.0,41.0,0.0872093023255814,0.0436046511627907,0.5
Antonio Sanabria,PAR,"FW,MF",Torino,it Serie A,27.0,2133,23.7,5,0,5,3,9.3,7.7,1.4,19.0,57.0,0.2109704641350211,0.3924050632911393,-4.300000000000001
Oihan Sancet,ESP,MF,Athletic Club,es La Liga,23.0,1975,21.9,4,5,9,4,6.3,5.5,4.7,76.0,121.0,0.18227848101265823,0.2870886075949367,-2.3
Ricard Sánchez,ESP,DF,Granada,es La Liga,23.0,2295,25.5,3,0,3,3,1.0,1.0,1.9,49.0,84.0,0.11764705882352941,0.0392156862745098,2.0
Alexis Sánchez,CHI,"FW,MF",Inter,it Serie A,34.0,763,8.5,2,5,7,1,3.2,2.5,3.1,16.0,53.0,0.23591087811271297,0.37745740498034075,-1.2000000000000002
Antonio Sánchez,ESP,MF,Mallorca,es La Liga,26.0,1452,16.1,3,1,4,3,2.5,2.5,0.8,35.0,57.0,0.1859504132231405,0.15495867768595042,0.5
Juanlu Sánchez,ESP,DF,Sevilla,es La Liga,19.0,1181,13.1,0,2,2,0,0.9,0.9,1.1,42.0,50.0,0.0,0.06858594411515664,-0.9
Manu Sánchez,ESP,"DF,MF",Celta Vigo,es La Liga,22.0,1775,19.7,0,5,5,0,0.5,0.5,2.7,41.0,74.0,0.0,0.02535211267605634,-0.5
Robert Sánchez,ESP,GK,Chelsea,eng Premier League,25.0,1433,15.9,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jadon Sancho,ENG,"FW,MF",Dortmund,de Bundesliga,23.0,947,10.5,2,2,4,2,0.7,0.7,3.0,61.0,62.0,0.1900739176346357,0.06652587117212248,1.3
Alex Sandro,BRA,DF,Juventus,it Serie A,32.0,721,8.0,1,0,1,1,0.4,0.4,0.9,16.0,43.0,0.12482662968099861,0.049930651872399444,0.6
Leroy Sané,GER,FW,Bayern Munich,de Bundesliga,27.0,2137,23.7,8,11,19,8,10.9,10.9,10.8,121.0,113.0,0.3369209171736079,0.45905474964904075,-2.9000000000000004
Sadibou Sané,SEN,DF,Metz,fr Ligue 1,19.0,846,9.4,0,0,0,0,0.4,0.4,0.0,8.0,19.0,0.0,0.04255319148936171,-0.4
Arouna Sangante,SEN,DF,Le Havre,fr Ligue 1,21.0,2687,29.9,0,0,0,0,0.9,0.9,1.2,20.0,107.0,0.0,0.030145143282471157,-0.9
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,eng Premier League,25.0,1035,11.5,0,0,0,0,0.6,0.6,0.4,5.0,44.0,0.0,0.05217391304347826,-0.6
Morgan Sanson,FRA,MF,Nice,fr Ligue 1,28.0,1964,21.8,2,3,5,2,3.3,3.3,4.0,57.0,75.0,0.09164969450101833,0.15122199592668026,-1.2999999999999998
Nicola Sansone,ITA,"FW,MF",Lecce,it Serie A,31.0,767,8.5,2,2,4,2,2.8,2.8,1.3,15.0,36.0,0.2346805736636245,0.3285528031290743,-0.7999999999999998
Baptiste Santamaria,FRA,MF,Rennes,fr Ligue 1,28.0,1926,21.4,0,1,1,0,1.9,1.9,0.6,13.0,134.0,0.0,0.08878504672897196,-1.9
Jesús Santiago,ESP,MF,Getafe,es La Liga,19.0,656,7.3,1,0,1,1,0.6,0.6,0.4,5.0,15.0,0.13719512195121952,0.0823170731707317,0.4
Andrey Santos,BRA,MF,Strasbourg,fr Ligue 1,19.0,831,9.2,1,0,1,1,1.0,1.0,1.0,5.0,48.0,0.10830324909747292,0.10830324909747292,0.0
Tiago Santos,POR,DF,Lille,fr Ligue 1,21.0,2365,26.3,1,2,3,1,1.4,1.4,2.3,89.0,105.0,0.03805496828752643,0.05327695560253699,-0.3999999999999999
Pablo Sarabia,ESP,"MF,FW",Wolves,eng Premier League,31.0,1745,19.4,4,7,11,2,5.5,3.9,5.9,41.0,109.0,0.20630372492836674,0.2836676217765043,-1.5
Ismaila Sarr,SEN,"FW,MF",Marseille,fr Ligue 1,25.0,1447,16.1,3,4,7,3,3.2,3.2,2.5,49.0,36.0,0.18659295093296477,0.1990324809951624,-0.20000000000000018
Martin Satriano,URU,FW,Brest,fr Ligue 1,22.0,1864,20.7,4,4,8,4,6.1,6.1,2.9,28.0,37.0,0.19313304721030042,0.29452789699570814,-2.0999999999999996
Téji Savanier,FRA,MF,Montpellier,fr Ligue 1,31.0,2765,30.7,9,6,15,2,9.1,3.6,6.9,39.0,224.0,0.29294755877034356,0.2962025316455696,-0.09999999999999964
Stefan Savić,MNE,DF,Atlético Madrid,es La Liga,32.0,1630,18.1,0,0,0,0,0.3,0.3,0.1,14.0,66.0,0.0,0.01656441717791411,-0.3
Sávio,BRA,"FW,MF",Girona,es La Liga,19.0,2976,33.1,9,10,19,9,6.1,6.1,7.9,181.0,93.0,0.2721774193548387,0.18447580645161288,2.9000000000000004
Joe Scally,USA,DF,Gladbach,de Bundesliga,20.0,2236,24.8,1,4,5,1,0.6,0.6,1.4,39.0,75.0,0.04025044722719141,0.024150268336314847,0.4
Giorgio Scalvini,ITA,DF,Atalanta,it Serie A,19.0,2544,28.3,1,3,4,1,1.4,1.4,1.1,30.0,116.0,0.03537735849056604,0.04952830188679245,-0.3999999999999999
Gianluca Scamacca,ITA,FW,Atalanta,it Serie A,24.0,1453,16.1,12,6,18,12,6.5,6.5,3.9,22.0,41.0,0.7432897453544391,0.40261527873365455,5.5
András Schäfer,HUN,MF,Union Berlin,de Bundesliga,24.0,1214,13.5,1,2,3,1,1.8,1.8,1.5,37.0,59.0,0.07413509060955518,0.13344316309719934,-0.8
Fabian Schär,SUI,DF,Newcastle Utd,eng Premier League,31.0,3054,33.9,4,1,5,4,2.5,2.5,0.7,28.0,133.0,0.11787819253438114,0.07367387033398821,1.5
Patrik Schick,CZE,FW,Leverkusen,de Bundesliga,27.0,1063,11.8,7,0,7,6,6.0,5.3,1.0,7.0,17.0,0.5926622765757291,0.5079962370649107,1.0
Xaver Schlager,AUT,MF,RB Leipzig,de Bundesliga,25.0,2477,27.5,0,5,5,0,1.1,1.1,2.6,73.0,230.0,0.0,0.03996770286637061,-1.1
Keven Schlotterbeck,GER,DF,Bochum,de Bundesliga,26.0,2185,24.3,5,1,6,5,2.0,2.0,0.6,9.0,93.0,0.20594965675057209,0.08237986270022883,3.0
Nico Schlotterbeck,GER,DF,Dortmund,de Bundesliga,23.0,2859,31.8,2,1,3,2,3.0,3.0,1.9,55.0,186.0,0.06295907660020987,0.0944386149003148,-1.0
Jeffrey Schlupp,GHA,"FW,MF",Crystal Palace,eng Premier League,30.0,1352,15.0,2,2,4,2,1.8,1.8,2.3,20.0,33.0,0.1331360946745562,0.11982248520710059,0.19999999999999996
